name	surname	firstname	midname	gender	ethnics	age	birthday	department	depjoindate	position	rank	rankdate	rankage
КОБРИНЕЦ НИКОЛАЙ СЕРГЕЕВИЧ	Кобринец	Николай	Сергеевич	m	slav	51	21.12.1961	ДЕП. ОБЩЕЕВРОПЕЙСКОГО СОТРУДНИЧЕСТВА 	11.05.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	31.07.2008	46
КОЖАНОВ КОНСТАНТИН ПЕТРОВИЧ	Кожанов	Константин	Петрович	m	slav	52	17.11.1960	ГЕНСЕКРЕТАРИАТ (ДЕПАРТАМЕНТ) 	26.03.2007	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	01.06.2009	48
КОЖИН АЛЕКСАНДР БОРИСОВИЧ	Кожин	Александр	Борисович	m	slav	63	05.06.1949	ДЕПАРТАМЕНТ КАДРОВ 	25.07.2011	ГЛАВНЫЙ СОВЕТНИК ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	20.11.2007	58
КОЛЕСНИКОВ ЮРИЙ АЛЕКСАНДРОВИЧ	Колесников	Юрий	Александрович	m	slav	0	None			ЗАМЕСТИТЕЛЬ ПОСТПРЕДА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	04.11.2011	0
КОЛОМБЕТ МИХАИЛ ВАСИЛЬЕВИЧ	Коломбет	Михаил	Васильевич	m	slav	60	12.06.1952	ДЕП-Т ПО РАБОТЕ С СООТЕЧЕСТВЕННИКАМИ ЗА РУБЕЖОМ 	26.09.2011	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	08.12.2009	57
КОПНИН АЛЕКСАНДР АНАТОЛЬЕВИЧ	Копнин	Александр	Анатольевич	m	slav	0	None			ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	14.12.2012	0
КОПЫРКИН СЕРГЕЙ ПАВЛОВИЧ	Копыркин	Сергей	Павлович	m	slav	50	14.12.1962	ПОСТПРЕДСТВО РОССИИ ПРИ ЕС И ЕВРАТОМ 	18.07.2011	ЗАМ. ПОСТ. ПРЕДСТАВИТЕЛЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	13.04.2009	46
КОРЕПАНОВ ДМИТРИЙ ГЕНИЕВИЧ	Корепанов	Дмитрий	Гениевич	m	slav	43	21.07.1959			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2012	0
КОРОНЕЛЛИ ВИКТОР ВИКТОРОВИЧ	Коронелли	Виктор	Викторович	m	slav	55	09.02.1958	ПОСОЛЬСТВО РОССИИ В АРГЕНТИНЕ 	21.07.2011	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	24.10.2007	49
КОРОТКОВ ВЛАДИМИР ЛЬВОВИЧ	Коротков	Владимир	Львович	m	slav	63	16.02.1950	ГЕНКОНСУЛЬСТВО РОССИИ В ПАЛЕРМО, ИТАЛИЯ 	20.08.2011	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.04.2005	55
КОРУНОВА МАРИНА ОЛЕГОВНА	Корунова	Марина	Олеговна	f	slav	50	02.04.1962	ДЕП. ПО ГУМ. СОТРУДНИЧЕСТВУ И ПРАВАМ ЧЕЛ. 	02.08.2004	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	21.02.2011	48
КОРЧУНОВ НИКОЛАЙ ВИКТОРОВИЧ 	Корчунов	Николай	Викторович	m	slav	0	None			ЗАМ. ПОСТ. ПРЕДСТАВИТЕЛЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2012	0
КОСТЮНИН КОНСТАНТИН НИКОЛАЕВИЧ	Костюнин	Константин	Николаевич	m	slav	66	17.08.1946	ГЕНСЕКРЕТАРИАТ (ДЕПАРТАМЕНТ) 	18.08.2011	ЭКСПЕРТ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.01.1999	52
КОТЕЛЬНИКОВ ЮРИЙ МИХАЙЛОВИЧ	Котельников	Юрий	Михайлович	m	slav	65	10.12.1947	None	None		ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.07.2007	59
КРАСНИЦКИЙ ОЛЕГ ЮЗЕФОВИЧ	Красницкий	Олег	Юзефович	m	slav	49	22.10.1963	ПОСОЛЬСТВО РОССИИ В ФРГ 	25.07.2011	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.03.2007	43
КРАСНОГОР СЕРГЕЙ АЛЕКСЕЕВИЧ	Красногор	Сергей	Алексеевич	m	slav	65	23.08.1947	ГЕНКОНСУЛЬСТВО РОССИИ В ДУБАЕ, ОАЭ 	20.12.2006	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	08.07.2004	56
КРЕМНЕВ ИГОРЬ АЛЕКСАНДРОВИЧ	Кремнев	Игорь	Александрович	m	slav	49	15.05.1963	ДЕПАРТАМЕНТ БЛИЖНЕГО ВОСТОКА И СЕВЕРНОЙ АФРИКИ 	18.01.2010	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	01.06.2009	46
КРЕСТЬЯНОВ АЛЕКСАНДР ВЛАДИМИРОВИЧ	Крестьянов	Александр	Владимирович	m	slav	59	18.02.1954	ПОСТПРЕДСТВО РОССИИ ПРИ ЕС И ЕВРАТОМ 	21.07.2008	ЗАМ. ПОСТ. ПРЕДСТАВИТЕЛЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	11.01.2000	45
КРОТКОВ АНАТОЛИЙ ИВАНОВИЧ	Кротков	Анатолий	Иванович	m	slav	64	15.08.1948	ГЕНКОНСУЛЬСТВО РОССИИ В КЛАЙПЕДЕ, ЛИТВА 	01.04.2008	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.07.2010	61
КРОХИН ОЛЕГ АЛЕКСАНДРОВИЧ	Крохин	Олег	Александрович	m	slav	63	11.05.1949	ПОСОЛЬСТВО РОССИИ В АЗЕРБАЙДЖАНЕ 	15.02.2007	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	11.03.2009	59
КРУТИКОВ СЕРГЕЙ КОНСТАНТИНОВИЧ	Крутиков	Сергей	Константинович	m	slav	61	21.09.1951	ГЕНКОНСУЛЬСТВО РОССИИ В ЭДИНБУРГЕ, ВЕЛИКОБРИТАНИЯ 	16.07.2009	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.06.2006	54
КРУТСКИХ АНДРЕЙ ВЛАДИМИРОВИЧ	Крутских	Андрей	Владимирович	m	slav	61	30.08.1951	ДЕПАРТАМЕНТ ПО ВОПРОСАМ НОВЫХ ВЫЗОВОВ И УГРОЗ 	31.08.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.11.2009	58
КРУТЬКО АНДРЕЙ АНДРЕЕВИЧ	Крутько	Андрей	Андреевич	m	slav	55	24.08.1957	ЧЕТВЕРТЫЙ ДЕПАРТАМЕНТ СТРАН СНГ 	01.10.2007	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	30.03.2006	48
КУДАШЕВ НИКОЛАЙ РИШАТОВИЧ	Кудашев	Николай	Ришатович	m	tur,slav	55	26.01.1958	ПОСОЛЬСТВО РОССИИ НА ФИЛИППИНАХ 	27.08.2010	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	25.12.2006	48
КУДОЯРОВ АРТЁМ ТАМЕРЛАНОВИЧ	Кудояров	Артём	Тамерланович	m		52	31.07.1960	ПОСОЛЬСТВО РОССИИ НА ФИЛИППИНАХ 	29.07.2011	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.11.2009	49
КУЗНЕЦОВ СЕРГЕЙ НИКОЛАЕВИЧ	Кузнецов	Сергей	Николаевич	m	slav	60	21.02.1953	ГЕНКОНСУЛЬСТВО РОССИИ В ДЖИДДЕ, САУДОВСКАЯ АРАВИЯ 	24.11.2007	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	03.03.2010	57
КУРАКОВ ДМИТРИЙ ВИКТОРОВИЧ	Кураков	Дмитрий	Викторович	m	slav	51	13.09.1961	ДЕПАРТАМЕНТ ПО ВОПРОСАМ НОВЫХ ВЫЗОВОВ И УГРОЗ 	31.01.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	01.06.2009	47
КУРДЮМОВ БОРИС ГЕОРГИЕВИЧ	Курдюмов	Борис	Георгиевич	m	slav	62	08.08.1950	ПОСОЛЬСТВО РОССИИ В КАБО-ВЕРДЕ 	14.01.2011	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	02.04.2003	52
КУРИН СЕРГЕЙ КОНСТАНТИНОВИЧ	Курин	Сергей	Константинович	m	slav	60	11.01.1953	ЛАТИНОАМЕРИКАНСКИЙ ДЕПАРТАМЕНТ 	23.11.2009	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	24.04.2003	50
КУРМАЗ АЛЕКСАНДР СЕРГЕЕВИЧ	Курмаз	Александр	Сергеевич	m	slav	0	None			ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2012	0
ЛАБЕЦКИЙ АЛЕКСЕЙ КАЗИМИРОВИЧ	Лабецкий	Алексей	Казимирович	m	polsk,slav	55	12.11.1957	ЛАТИНОАМЕРИКАНСКИЙ ДЕПАРТАМЕНТ 	14.05.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	25.12.2006	49
ЛАВРОВ АРКАДИЙ ИВАНОВИЧ	Лавров	Аркадий	Иванович	m	slav	65	09.12.1947	ПОСОЛЬСТВО РОССИИ В КНДР 	21.06.2011	СТАРШИЙ СОВЕТНИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	23.01.2004	56
ЛАЗАРЕВ ВЛАДИМИР ВЛАДИМИРОВИЧ	Лазарев	Владимир	Владимирович	m	slav	62	14.06.1950	ГЕНКОНСУЛЬСТВО РОССИИ В КАЛЬКУТТЕ, ИНДИЯ 	19.06.2006	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.09.1999	49
ЛАПШИН ВЛАДИМИР АНАТОЛЬЕВИЧ	Лапшин	Владимир	Анатольевич	m	slav	61	01.10.1951	ПОСОЛЬСТВО РОССИИ В КАНАДЕ 	10.10.2008	СТАРШИЙ СОВЕТНИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	23.08.2005	53
ЛАТЫПОВ НАИЛЬ МАЗГУТОВИЧ	Латыпов	Наиль	Мазгутович	m	tur	56	05.10.1956	РОТАЦИОННЫЙ РЕЗЕРВ 	01.11.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	21.02.2011	54
ЛЕБЕДЕВ МИХАИЛ АЛЕКСАНДРОВИЧ	Лебедев	Михаил	Александрович	m	slav	65	11.10.1947	ПОСТПРЕДСТВО РОССИИ ПРИ ОТД.ООН И ДР.МО В ЖЕНЕВЕ 	12.10.2009	ЗАМ. ПОСТ. ПРЕДСТАВИТЕЛЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	29.09.1999	51
ЛЕБЕДЕНКО ВЛАДИМИР ЮРЬЕВИЧ	Лебеденко	Владимир	Юрьевич	m	slav	50	25.03.1962	ДСПО 	08.02.2008	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.07.2007	45
ЛЕВИН ВЯЧЕСЛАВ ИВАНОВИЧ	Левин	Вячеслав	Иванович	m	slav	62	09.04.1950	ГЕНКОНСУЛЬСТВО РОССИИ В КЕЙПТАУНЕ, ЮАР 	15.01.2010	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.03.2003	52
ЛЕДЕНЕВ МИХАИЛ НИКОЛАЕВИЧ	Леденев	Михаил	Николаевич	m	slav	50	13.12.1962	ГЕНСЕКРЕТАРИАТ (ДЕПАРТАМЕНТ) 	01.09.2011	ПОМОЩНИК МИНИСТРА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.02.2009	46
ЛИЗУН ВИКТОР НИКОЛАЕВИЧ	Лизун	Виктор	Николаевич	m	slav	62	19.12.1950	ДЕП. ДИПЛОМАТИЧЕСКО-КУРЬЕРСКОЙ СВЯЗИ 	19.12.2010	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.09.1997	46
ЛИПАЕВ ВЛАДИМИР ГЕОРГИЕВИЧ	Липаев	Владимир	Георгиевич	m	slav	54	06.02.1959	ДЕПАРТАМЕНТ КАДРОВ 	04.07.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.07.2007	48
ЛИСТОПАДОВ НИКОЛАЙ АЛЕКСАНДРОВИЧ	Листопадов	Николай	Александрович	m	slav	0	None			ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	16.07.2012	0
ЛОБАНОВ ДМИТРИЙ ДМИТРИЕВИЧ	Лобанов	Дмитрий	Дмитриевич	m	slav	55	23.10.1957	ПЕРВЫЙ ЕВРОПЕЙСКИЙ ДЕПАРТАМЕНТ 	01.11.2005	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	24.01.2008	50
ЛОБАНОВ СЕРГЕЙ ИВАНОВИЧ	Лобанов	Сергей	Иванович	m	slav	59	03.06.1953	ПОСОЛЬСТВО РОССИИ В ЦАР 	18.05.2011	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	15.07.2005	52
ЛОБАЧ ДМИТРИЙ АНАТОЛЬЕВИЧ	Лобач	Дмитрий	Анатольевич	m	slav	54	20.12.1958	ПРАВОВОЙ ДЕПАРТАМЕНТ 	21.09.2006	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	23.04.2008	49
ЛОГУТОВ ВЯЧЕСЛАВ АНАТОЛЬЕВИЧ	Логутов	Вячеслав	Анатольевич	m	slav	61	21.12.1951	ГЕНКОНСУЛЬСТВО РОССИИ В ЛЕЙПЦИГЕ, ФРГ 	02.12.2010	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	03.03.2010	58
ЛОМАКИН ВАЛЕНТИН ВАСИЛЬЕВИЧ	Ломакин	Валентин	Васильевич	m	slav	74	23.11.1938	ГЕНСЕКРЕТАРИАТ (ДЕПАРТАМЕНТ) 	01.01.2009	ЭКСПЕРТ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	19.11.1993	54
ЛОПУХОВ АНДРЕЙ ГЕОРГИЕВИЧ	Лопухов	Андрей	Георгиевич	m	slav	54	21.03.1958	ДЕПАРТАМЕНТ КАДРОВ 	27.09.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	14.02.2006	47
ЛОПУШИНСКИЙ АЛЕКСАНДР АЛЕКСАНДРОВИЧ	Лопушинский	Александр	Александрович	m	slav	64	15.08.1948	ПОСОЛЬСТВО РОССИИ В ФРГ 	10.01.2011	СОВЕТНИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2004	55
ЛУКАШЕВИЧ АЛЕКСАНДР КАЗИМИРОВИЧ	Лукашевич	Александр	Казимирович	m	polsk,slav	54	27.01.1959	ДЕПАРТАМЕНТ ИНФОРМАЦИИ И ПЕЧАТИ 	11.01.2011	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	24.05.2011	52
ЛЫЖЕНКОВ АЛЕКСЕЙ ЛЬВОВИЧ	Лыженков	Алексей	Львович	m	slav	51	02.09.1961	ПОСТПРЕДСТВО РОССИИ ПРИ МО В ВЕНЕ, АВСТРИЯ 	06.10.2007	ЗАМ. ПОСТ. ПРЕДСТАВИТЕЛЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.07.2007	45
МАГУТА СЕРГЕЙ МИХАЙЛОВИЧ	Магута	Сергей	Михайлович	m	slav	54	08.12.1958	ТРЕТИЙ ЕВРОПЕЙСКИЙ ДЕПАРТАМЕНТ 	12.10.2011	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.06.2008	49
МАКСУДОВ ВЯЧЕСЛАВ ЛАТЫПОВИЧ	Максудов	Вячеслав	Латыпович	m	slav	56	29.12.1956	ДСПО 	08.11.2010	ГЛАВНЫЙ СОВЕТНИК ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	29.10.2008	51
МАЛЫШЕВ ВЛАДИМИР ФЕДОРОВИЧ	Малышев	Владимир	Федорович	m	slav	63	06.01.1950	ПОСОЛЬСТВО РОССИИ В БУРУНДИ 	15.02.2011	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	29.12.2006	56
МАНТЫЦКИЙ АЛЕКСАНДР ВИКЕНТЬЕВИЧ	Мантыцкий	Александр	Викентьевич	m	slav	57	06.11.1955	ВТОРОЙ ДЕПАРТАМЕНТ АЗИИ 	23.08.2010	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.07.2007	51
МАРЧУК БОРИС ЮРЬЕВИЧ	Марчук	Борис	Юрьевич	m	slav	62	22.02.1951	ПОСОЛЬСТВО РОССИИ НА МАЛЬТЕ 	10.09.2010	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	24.10.2007	56
МАСЛЕННИКОВ ВЛАДИСЛАВ ВЛАДИСЛАВОВИЧ	Масленников	Владислав	Владиславович	m	slav	43	11.07.1969	ДЕП. ОБЩЕЕВРОПЕЙСКОГО СОТРУДНИЧЕСТВА 	11.07.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.09.2011	42
МАТВЕЕВ АЛЕКСАНДР АЛЕКСАНДРОВИЧ	Матвеев	Александр	Александрович	m	slav	54	30.06.1958	None	None		ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	20.07.2005	47
МАТЕРИЙ ЮРИЙ БОРИСОВИЧ	Материй	Юрий	Борисович	m	slav	59	12.09.1953	ГЕНКОНСУЛЬСТВО РОССИИ В ДАНАНГЕ, ВЬЕТНАМ 	10.09.2007	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.06.2002	48
МАЦЕГОРА АЛЕКСАНДР ИВАНОВИЧ	Мацегора	Александр	Иванович	m	slav	57	21.11.1955	РОТАЦИОННЫЙ РЕЗЕРВ 	20.09.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.04.2011	55
МАШКОВ ГРИГОРИЙ ИВАНОВИЧ	Машков	Григорий	Иванович	m	slav	57	26.09.1955	ДЕПАРТАМЕНТ ПО ВОПРОСАМ БЕЗОПАСНОСТИ И РАЗОРУЖЕНИЯ 	22.10.2004	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.07.2007	51
МЕДВЕДЕВ БОРИС ИВАНОВИЧ	Медведев	Борис	Иванович	m	slav	65	04.05.1947	ДЕПАРТАМЕНТ ЭКОНОМИЧЕСКОГО СОТРУДНИЧЕСТВА 	27.06.2011	ГЛАВНЫЙ СОВЕТНИК ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.03.2007	59
МЕРКУЛОВ ПАВЕЛ ГЕННАДИЕВИЧ	Меркулов	Павел	Геннадиевич	m	slav	56	11.12.1956	ГЕНСЕКРЕТАРИАТ (ДЕПАРТАМЕНТ) 	15.11.2010	ГЛАВНЫЙ СОВЕТНИК ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.04.2010	53
МИНАКОВ ЕВГЕНИЙ БОРИСОВИЧ	Минаков	Евгений	Борисович	m	slav	48	30.04.1954			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2012	0
МИХАЙЛОВ ВАЛЕРИЙ АЛЕКСАНДРОВИЧ	Михайлов	Валерий	Александрович	m	slav	57	20.10.1955	ПЕРВЫЙ ДЕПАРТАМЕНТ СТРАН СНГ 	10.02.1997	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.07.2007	51
МОЛОТКОВ ИВАН НИКОЛАЕВИЧ	Молотков	Иван	Николаевич	m	slav	50	09.11.1962	ПОСОЛЬСТВО РОССИИ В АРЕ 	03.10.2008	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	21.02.2011	48
МОРГУНОВ ИЛЬЯ АНАТОЛЬЕВИЧ	Моргунов	Илья	Анатольевич	m	slav	54	29.01.1959			ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.02.2007	48
МОРДВИНЦЕВ ЮРИЙ ТИМОФЕЕВИЧ	Мордвинцев	Юрий	Тимофеевич	m	slav	57	18.10.1955	ВТОРОЙ ДЕПАРТАМЕНТ СТРАН СНГ 	01.12.2006	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.06.2006	50
МОРОЗОВ ИГОРЬ ВИТАЛЬЕВИЧ	Морозов	Игорь	Витальевич	m	slav	60	16.02.1953	ЛАТИНОАМЕРИКАНСКИЙ ДЕПАРТАМЕНТ 	15.09.2008	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	20.07.1994	41
